Id,SalePrice
1461,115028.69
1462,138703.39
1463,176958.83
1464,182374.62
1465,181808.64
1466,171869.92
1467,155171.39
1468,154399.4
1469,170436.14
1470,108149.68
1471,178632.67
1472,81532.32
1473,93447.016
1474,142063.8
1475,122769.82
1476,339883.62
1477,245239.58
1478,270303.84
1479,175863.64
1480,434620.84
1481,297674.16
1482,203055.67
1483,151528.4
1484,147031.31
1485,152582.23
1486,191471.52
1487,268700.38
1488,233662.8
1489,184747.19
1490,180889.12
1491,181824.36
1492,95400.02
1493,165832.39
1494,272254.66
1495,280602.12
1496,191426.22
1497,171969.83
1498,144525.56
1499,143139.5
1500,140800.62
1501,162287.4
1502,135958.36
1503,235919.22
1504,216998.98
1505,206552.88
1506,171891.92
1507,230524.94
1508,195088.12
1509,158964.4
1510,133194.89
1511,132809.34
1512,150998.42
1513,159060.67
1514,147130.17
1515,168528.16
1516,150595.75
1517,144664.0
1518,117962.0
1519,200635.58
1520,122019.27
1521,129177.57
1522,167266.62
1523,104130.16
1524,113599.24
1525,119392.04
1526,115880.4
1527,104661.83
1528,123857.87
1529,132134.05
1530,155687.97
1531,116221.234
1532,94527.68
1533,117281.57
1534,115618.58
1535,153793.16
1536,109918.67
1537,78063.12
1538,188861.47
1539,200616.64
1540,110997.95
1541,139888.36
1542,144631.3
1543,202417.02
1544,78296.87
1545,93665.19
1546,114625.45
1547,118249.54
1548,130356.945
1549,106314.89
1550,146268.19
1551,108590.72
1552,145111.38
1553,142882.83
1554,99551.13
1555,164264.05
1556,73240.48
1557,104172.68
1558,93827.05
1559,93266.734
1560,128947.12
1561,118649.06
1562,125732.555
1563,112078.71
1564,129160.13
1565,147594.45
1566,215067.75
1567,80630.03
1568,227209.5
1569,124996.54
1570,127631.04
1571,126149.98
1572,139171.17
1573,208888.4
1574,80193.07
1575,210228.88
1576,204274.5
1577,178080.4
1578,146509.81
1579,125894.36
1580,185576.39
1581,130600.83
1582,124131.09
1583,307528.1
1584,228008.06
1585,129325.99
1586,68299.45
1587,99940.18
1588,142701.4
1589,97540.49
1590,120686.625
1591,91203.2
1592,100246.99
1593,114236.08
1594,127872.65
1595,112010.17
1596,232474.05
1597,155751.97
1598,183031.44
1599,167637.83
1600,169199.62
1601,65008.902
1602,112163.984
1603,90354.13
1604,299090.7
1605,245535.12
1606,158113.97
1607,144414.36
1608,192820.77
1609,173158.56
1610,144676.5
1611,133038.1
1612,142250.34
1613,141658.25
1614,100393.43
1615,80368.52
1616,77023.914
1617,86420.26
1618,124026.914
1619,122426.84
1620,120143.93
1621,123387.664
1622,135954.31
1623,284700.84
1624,209652.73
1625,123208.96
1626,161324.52
1627,175138.33
1628,270530.0
1629,167231.83
1630,349784.1
1631,203446.98
1632,236970.31
1633,150666.39
1634,174853.83
1635,180145.69
1636,152500.94
1637,165459.05
1638,204228.86
1639,174676.56
1640,242383.75
1641,173685.98
1642,196289.5
1643,201761.77
1644,226843.5
1645,166852.88
1646,139185.6
1647,152520.39
1648,123821.336
1649,131263.89
1650,111767.38
1651,118652.336
1652,84090.67
1653,88547.625
1654,147291.58
1655,139715.92
1656,141147.19
1657,145513.14
1658,140527.66
1659,129070.01
1660,128020.15
1661,423638.8
1662,351230.88
1663,319471.0
1664,273157.47
1665,259165.66
1666,311778.53
1667,336805.84
1668,275088.9
1669,257802.86
1670,273319.8
1671,236327.11
1672,415413.0
1673,286938.2
1674,236691.47
1675,175478.27
1676,165625.1
1677,187890.77
1678,373191.5
1679,367710.0
1680,277868.16
1681,237803.3
1682,252377.97
1683,166157.75
1684,159481.78
1685,175761.6
1686,157769.75
1687,146792.28
1688,182407.25
1689,182541.44
1690,162633.31
1691,152813.64
1692,235389.3
1693,150871.36
1694,172170.52
1695,153121.94
1696,250771.52
1697,153645.45
1698,358804.66
1699,294987.56
1700,231609.88
1701,259152.69
1702,252616.25
1703,236276.58
1704,282736.16
1705,218280.72
1706,382148.84
1707,212354.28
1708,190958.45
1709,270916.97
1710,210891.39
1711,225466.89
1712,196717.73
1713,228491.16
1714,204720.92
1715,191684.53
1716,171569.19
1717,159678.36
1718,134148.38
1719,198119.14
1720,238165.72
1721,149383.62
1722,108774.27
1723,131191.22
1724,195206.67
1725,223268.05
1726,170275.42
1727,151413.12
1728,167442.1
1729,157164.8
1730,155200.16
1731,125443.62
1732,128482.49
1733,114966.945
1734,122276.69
1735,127996.1
1736,104547.93
1737,296855.34
1738,203053.36
1739,245678.31
1740,179984.9
1741,162495.81
1742,164458.23
1743,153349.48
1744,289905.34
1745,197463.64
1746,205192.16
1747,212055.61
1748,197666.95
1749,142508.23
1750,128166.33
1751,220334.33
1752,117187.4
1753,133902.33
1754,207140.11
1755,151838.56
1756,121652.7
1757,115475.74
1758,135917.95
1759,151626.39
1760,153342.39
1761,138710.77
1762,165807.56
1763,170782.17
1764,113862.234
1765,161257.39
1766,145087.06
1767,196266.72
1768,134049.06
1769,159175.67
1770,129896.65
1771,132218.31
1772,130087.195
1773,111659.81
1774,114602.55
1775,128052.33
1776,113718.22
1777,117192.125
1778,131301.44
1779,100225.79
1780,167199.27
1781,128217.914
1782,94011.2
1783,130927.97
1784,96879.66
1785,116293.734
1786,133496.22
1787,157346.4
1788,59461.7
1789,82372.016
1790,77558.35
1791,159455.55
1792,146083.64
1793,128538.23
1794,145741.92
1795,131132.55
1796,119619.48
1797,105880.5
1798,119405.03
1799,114253.16
1800,113205.55
1801,121165.54
1802,152320.78
1803,156616.77
1804,131047.06
1805,130927.914
1806,110606.13
1807,140653.28
1808,129058.86
1809,105429.71
1810,151864.05
1811,101064.4
1812,105163.06
1813,117793.31
1814,99583.11
1815,64817.89
1816,101183.57
1817,119231.54
1818,135615.66
1819,103851.6
1820,76619.01
1821,111111.055
1822,166183.58
1823,59769.99
1824,123346.02
1825,131586.72
1826,91003.76
1827,98723.64
1828,138476.62
1829,111017.81
1830,160597.16
1831,149556.31
1832,98899.61
1833,135446.05
1834,117857.77
1835,153646.88
1836,129795.55
1837,86638.35
1838,119006.2
1839,80279.51
1840,152412.08
1841,147047.58
1842,87553.36
1843,121859.61
1844,127980.74
1845,136648.95
1846,145975.08
1847,136805.73
1848,49608.652
1849,107412.375
1850,125304.05
1851,158189.61
1852,129991.81
1853,113381.555
1854,150325.89
1855,138374.94
1856,218924.42
1857,144091.1
1858,129192.88
1859,117962.31
1860,148389.62
1861,114617.64
1862,240800.75
1863,238418.1
1864,238418.1
1865,269384.4
1866,282036.78
1867,237608.14
1868,295667.75
1869,178556.52
1870,224095.97
1871,229327.52
1872,158040.23
1873,213415.16
1874,119614.27
1875,230471.73
1876,184179.45
1877,200597.3
1878,196311.66
1879,120147.55
1880,126178.336
1881,215720.72
1882,254848.58
1883,186808.33
1884,191685.48
1885,266513.28
1886,309098.16
1887,186639.75
1888,264449.88
1889,152621.69
1890,128294.484
1891,130593.48
1892,100763.52
1893,122798.95
1894,111018.914
1895,136118.58
1896,113684.45
1897,107696.4
1898,93429.35
1899,132946.84
1900,126693.06
1901,159545.83
1902,129004.02
1903,191836.5
1904,123843.0
1905,168939.28
1906,152252.36
1907,180099.75
1908,114194.16
1909,113597.664
1910,112987.21
1911,187077.44
